	Cell type	Assay	Treatment	Assay type	Source	
1157	Breast_vHMEC	H3K4me1		Histone	Roadmap Epigenomics	E028-H3K4me1.narrowPeak.gz
1158	Breast_vHMEC	H3K4me3		Histone	Roadmap Epigenomics	E028-H3K4me3.narrowPeak.gz
1159	Breast_vHMEC	H3K9me3		Histone	Roadmap Epigenomics	E028-H3K9me3.narrowPeak.gz
1160	CD14_Primary_Cells	DNase.all.peaks		DNase	Roadmap Epigenomics	E029-DNase.all.peaks.bed.gz
1161	CD14_Primary_Cells	DNase.fdr0.01.hot		DNase	Roadmap Epigenomics	E029-DNase.fdr0.01.hot.bed.gz
1162	CD14_Primary_Cells	DNase.fdr0.01.peaks		DNase	Roadmap Epigenomics	E029-DNase.fdr0.01.peaks.bed.gz
1163	CD14_Primary_Cells	DNase.hot		DNase	Roadmap Epigenomics	E029-DNase.hot.bed.gz
1164	CD14_Primary_Cells	DNase		DNase	Roadmap Epigenomics	E029-DNase.narrowPeak.gz
1165	CD14_Primary_Cells	H3K27ac		Histone	Roadmap Epigenomics	E029-H3K27ac.narrowPeak.gz
1166	CD14_Primary_Cells	H3K27me3		Histone	Roadmap Epigenomics	E029-H3K27me3.narrowPeak.gz
1167	CD14_Primary_Cells	H3K36me3		Histone	Roadmap Epigenomics	E029-H3K36me3.narrowPeak.gz
1168	CD14_Primary_Cells	H3K4me1		Histone	Roadmap Epigenomics	E029-H3K4me1.narrowPeak.gz
1169	CD14_Primary_Cells	H3K4me3		Histone	Roadmap Epigenomics	E029-H3K4me3.narrowPeak.gz
1170	CD14_Primary_Cells	H3K9me3		Histone	Roadmap Epigenomics	E029-H3K9me3.narrowPeak.gz
1171	CD15_Primary_Cells	H3K27me3		Histone	Roadmap Epigenomics	E030-H3K27me3.narrowPeak.gz
1172	CD15_Primary_Cells	H3K36me3		Histone	Roadmap Epigenomics	E030-H3K36me3.narrowPeak.gz
1173	CD15_Primary_Cells	H3K4me1		Histone	Roadmap Epigenomics	E030-H3K4me1.narrowPeak.gz
1174	CD15_Primary_Cells	H3K4me3		Histone	Roadmap Epigenomics	E030-H3K4me3.narrowPeak.gz
1175	CD15_Primary_Cells	H3K9me3		Histone	Roadmap Epigenomics	E030-H3K9me3.narrowPeak.gz
1176	CD19_Primary_Cells_Cord_BI	H3K27me3		Histone	Roadmap Epigenomics	E031-H3K27me3.narrowPeak.gz
1177	CD19_Primary_Cells_Cord_BI	H3K36me3		Histone	Roadmap Epigenomics	E031-H3K36me3.narrowPeak.gz
1178	CD19_Primary_Cells_Cord_BI	H3K4me1		Histone	Roadmap Epigenomics	E031-H3K4me1.narrowPeak.gz
1179	CD19_Primary_Cells_Cord_BI	H3K4me3		Histone	Roadmap Epigenomics	E031-H3K4me3.narrowPeak.gz
1180	CD19_Primary_Cells_Cord_BI	H3K9me3		Histone	Roadmap Epigenomics	E031-H3K9me3.narrowPeak.gz
1181	CD19_Primary_Cells_Peripheral_	DNase.all.peaks		DNase	Roadmap Epigenomics	E032-DNase.all.peaks.bed.gz
1182	CD19_Primary_Cells_Peripheral_	DNase.fdr0.01.hot		DNase	Roadmap Epigenomics	E032-DNase.fdr0.01.hot.bed.gz
1183	CD19_Primary_Cells_Peripheral_	DNase.fdr0.01.peaks		DNase	Roadmap Epigenomics	E032-DNase.fdr0.01.peaks.bed.gz
1184	CD19_Primary_Cells_Peripheral_	DNase.hot		DNase	Roadmap Epigenomics	E032-DNase.hot.bed.gz
1185	CD19_Primary_Cells_Peripheral_	DNase		DNase	Roadmap Epigenomics	E032-DNase.narrowPeak.gz
1186	CD19_Primary_Cells_Peripheral_	H3K27ac		Histone	Roadmap Epigenomics	E032-H3K27ac.narrowPeak.gz
1187	CD19_Primary_Cells_Peripheral_	H3K27me3		Histone	Roadmap Epigenomics	E032-H3K27me3.narrowPeak.gz
1188	CD19_Primary_Cells_Peripheral_	H3K36me3		Histone	Roadmap Epigenomics	E032-H3K36me3.narrowPeak.gz
1189	CD19_Primary_Cells_Peripheral_	H3K4me1		Histone	Roadmap Epigenomics	E032-H3K4me1.narrowPeak.gz
1190	CD19_Primary_Cells_Peripheral_	H3K4me3		Histone	Roadmap Epigenomics	E032-H3K4me3.narrowPeak.gz
1191	CD19_Primary_Cells_Peripheral_	H3K9me3		Histone	Roadmap Epigenomics	E032-H3K9me3.narrowPeak.gz
1192	CD3_Primary_Cells_Cord_BI	DNase.all.peaks		DNase	Roadmap Epigenomics	E033-DNase.all.peaks.bed.gz
1193	CD3_Primary_Cells_Cord_BI	DNase.fdr0.01.hot		DNase	Roadmap Epigenomics	E033-DNase.fdr0.01.hot.bed.gz
1194	CD3_Primary_Cells_Cord_BI	DNase.fdr0.01.peaks		DNase	Roadmap Epigenomics	E033-DNase.fdr0.01.peaks.bed.gz
1195	CD3_Primary_Cells_Cord_BI	DNase.hot		DNase	Roadmap Epigenomics	E033-DNase.hot.bed.gz
1196	CD3_Primary_Cells_Cord_BI	DNase		DNase	Roadmap Epigenomics	E033-DNase.narrowPeak.gz
1197	CD3_Primary_Cells_Cord_BI	H3K27me3		Histone	Roadmap Epigenomics	E033-H3K27me3.narrowPeak.gz
1198	CD3_Primary_Cells_Cord_BI	H3K36me3		Histone	Roadmap Epigenomics	E033-H3K36me3.narrowPeak.gz
1199	CD3_Primary_Cells_Cord_BI	H3K4me1		Histone	Roadmap Epigenomics	E033-H3K4me1.narrowPeak.gz
1200	CD3_Primary_Cells_Cord_BI	H3K4me3		Histone	Roadmap Epigenomics	E033-H3K4me3.narrowPeak.gz
1201	CD3_Primary_Cells_Cord_BI	H3K9me3		Histone	Roadmap Epigenomics	E033-H3K9me3.narrowPeak.gz
1202	CD3_Primary_Cells_Peripheral_	DNase.all.peaks		DNase	Roadmap Epigenomics	E034-DNase.all.peaks.bed.gz
1203	CD3_Primary_Cells_Peripheral_	DNase.fdr0.01.hot		DNase	Roadmap Epigenomics	E034-DNase.fdr0.01.hot.bed.gz
1204	CD3_Primary_Cells_Peripheral_	DNase.fdr0.01.peaks		DNase	Roadmap Epigenomics	E034-DNase.fdr0.01.peaks.bed.gz
1205	CD3_Primary_Cells_Peripheral_	DNase.hot		DNase	Roadmap Epigenomics	E034-DNase.hot.bed.gz
1206	CD3_Primary_Cells_Peripheral_	DNase		DNase	Roadmap Epigenomics	E034-DNase.narrowPeak.gz
1207	CD3_Primary_Cells_Peripheral_	H3K27ac		Histone	Roadmap Epigenomics	E034-H3K27ac.narrowPeak.gz
1208	CD3_Primary_Cells_Peripheral_	H3K27me3		Histone	Roadmap Epigenomics	E034-H3K27me3.narrowPeak.gz
1209	CD3_Primary_Cells_Peripheral_	H3K36me3		Histone	Roadmap Epigenomics	E034-H3K36me3.narrowPeak.gz
1210	CD3_Primary_Cells_Peripheral_	H3K4me1		Histone	Roadmap Epigenomics	E034-H3K4me1.narrowPeak.gz
1211	CD3_Primary_Cells_Peripheral_	H3K4me3		Histone	Roadmap Epigenomics	E034-H3K4me3.narrowPeak.gz
1212	CD3_Primary_Cells_Peripheral_	H3K9me3		Histone	Roadmap Epigenomics	E034-H3K9me3.narrowPeak.gz
1213	CD34_Primary_Cells	H3K27me3		Histone	Roadmap Epigenomics	E035-H3K27me3.narrowPeak.gz
1214	CD34_Primary_Cells	H3K36me3		Histone	Roadmap Epigenomics	E035-H3K36me3.narrowPeak.gz
1215	CD34_Primary_Cells	H3K4me1		Histone	Roadmap Epigenomics	E035-H3K4me1.narrowPeak.gz
1216	CD34_Primary_Cells	H3K4me3		Histone	Roadmap Epigenomics	E035-H3K4me3.narrowPeak.gz
1217	CD34_Primary_Cells	H3K9me3		Histone	Roadmap Epigenomics	E035-H3K9me3.narrowPeak.gz
1218	CD34_Cultured_Cells	H3K27me3		Histone	Roadmap Epigenomics	E036-H3K27me3.narrowPeak.gz
1219	CD34_Cultured_Cells	H3K36me3		Histone	Roadmap Epigenomics	E036-H3K36me3.narrowPeak.gz
1220	CD34_Cultured_Cells	H3K4me1		Histone	Roadmap Epigenomics	E036-H3K4me1.narrowPeak.gz
1221	CD34_Cultured_Cells	H3K4me3		Histone	Roadmap Epigenomics	E036-H3K4me3.narrowPeak.gz
1222	CD34_Cultured_Cells	H3K9me3		Histone	Roadmap Epigenomics	E036-H3K9me3.narrowPeak.gz
1223	CD4_Memory_Primary_Cells	H3K27ac		Histone	Roadmap Epigenomics	E037-H3K27ac.narrowPeak.gz
1224	CD4_Memory_Primary_Cells	H3K27me3		Histone	Roadmap Epigenomics	E037-H3K27me3.narrowPeak.gz
1225	CD4_Memory_Primary_Cells	H3K36me3		Histone	Roadmap Epigenomics	E037-H3K36me3.narrowPeak.gz
1226	CD4_Memory_Primary_Cells	H3K4me1		Histone	Roadmap Epigenomics	E037-H3K4me1.narrowPeak.gz
1227	CD4_Memory_Primary_Cells	H3K4me3		Histone	Roadmap Epigenomics	E037-H3K4me3.narrowPeak.gz
1228	CD4_Memory_Primary_Cells	H3K9me3		Histone	Roadmap Epigenomics	E037-H3K9me3.narrowPeak.gz
1229	CD4_Naive_Primary_Cells	H3K27ac		Histone	Roadmap Epigenomics	E038-H3K27ac.narrowPeak.gz
1230	CD4_Naive_Primary_Cells	H3K27me3		Histone	Roadmap Epigenomics	E038-H3K27me3.narrowPeak.gz
1231	CD4_Naive_Primary_Cells	H3K36me3		Histone	Roadmap Epigenomics	E038-H3K36me3.narrowPeak.gz
1232	CD4_Naive_Primary_Cells	H3K4me1		Histone	Roadmap Epigenomics	E038-H3K4me1.narrowPeak.gz
1233	CD4_Naive_Primary_Cells	H3K4me3		Histone	Roadmap Epigenomics	E038-H3K4me3.narrowPeak.gz
1234	CD4_Naive_Primary_Cells	H3K9ac		Histone	Roadmap Epigenomics	E038-H3K9ac.narrowPeak.gz
1235	CD4_Naive_Primary_Cells	H3K9me3		Histone	Roadmap Epigenomics	E038-H3K9me3.narrowPeak.gz
1236	CD4+_CD25_CD45RA+_Naive_Primary_Cells	H3K27ac		Histone	Roadmap Epigenomics	E039-H3K27ac.narrowPeak.gz
1237	CD4+_CD25_CD45RA+_Naive_Primary_Cells	H3K27me3		Histone	Roadmap Epigenomics	E039-H3K27me3.narrowPeak.gz
1238	CD4+_CD25_CD45RA+_Naive_Primary_Cells	H3K36me3		Histone	Roadmap Epigenomics	E039-H3K36me3.narrowPeak.gz
1239	CD4+_CD25_CD45RA+_Naive_Primary_Cells	H3K4me1		Histone	Roadmap Epigenomics	E039-H3K4me1.narrowPeak.gz
1240	CD4+_CD25_CD45RA+_Naive_Primary_Cells	H3K4me3		Histone	Roadmap Epigenomics	E039-H3K4me3.narrowPeak.gz
1241	CD4+_CD25_CD45RA+_Naive_Primary_Cells	H3K9me3		Histone	Roadmap Epigenomics	E039-H3K9me3.narrowPeak.gz
1242	CD4+_CD25_CD45RO+_Memory_Primary_Cells	H3K27ac		Histone	Roadmap Epigenomics	E040-H3K27ac.narrowPeak.gz
1243	CD4+_CD25_CD45RO+_Memory_Primary_Cells	H3K27me3		Histone	Roadmap Epigenomics	E040-H3K27me3.narrowPeak.gz
1244	CD4+_CD25_CD45RO+_Memory_Primary_Cells	H3K36me3		Histone	Roadmap Epigenomics	E040-H3K36me3.narrowPeak.gz
1245	CD4+_CD25_CD45RO+_Memory_Primary_Cells	H3K4me1		Histone	Roadmap Epigenomics	E040-H3K4me1.narrowPeak.gz
1246	CD4+_CD25_CD45RO+_Memory_Primary_Cells	H3K4me3		Histone	Roadmap Epigenomics	E040-H3K4me3.narrowPeak.gz
1247	CD4+_CD25_CD45RO+_Memory_Primary_Cells	H3K9me3		Histone	Roadmap Epigenomics	E040-H3K9me3.narrowPeak.gz
1248	CD4+_CD25_IL17_PMA-Ionomycin_stimulated_MACS_purified_Th_Primary_Cells	H3K27ac		Histone	Roadmap Epigenomics	E041-H3K27ac.narrowPeak.gz
1249	CD4+_CD25_IL17_PMA-Ionomycin_stimulated_MACS_purified_Th_Primary_Cells	H3K27me3		Histone	Roadmap Epigenomics	E041-H3K27me3.narrowPeak.gz
1250	CD4+_CD25_IL17_PMA-Ionomycin_stimulated_MACS_purified_Th_Primary_Cells	H3K36me3		Histone	Roadmap Epigenomics	E041-H3K36me3.narrowPeak.gz
1251	CD4+_CD25_IL17_PMA-Ionomycin_stimulated_MACS_purified_Th_Primary_Cells	H3K4me1		Histone	Roadmap Epigenomics	E041-H3K4me1.narrowPeak.gz
1252	CD4+_CD25_IL17_PMA-Ionomycin_stimulated_MACS_purified_Th_Primary_Cells	H3K4me3		Histone	Roadmap Epigenomics	E041-H3K4me3.narrowPeak.gz
1253	CD4+_CD25_IL17_PMA-Ionomycin_stimulated_MACS_purified_Th_Primary_Cells	H3K9me3		Histone	Roadmap Epigenomics	E041-H3K9me3.narrowPeak.gz
1254	CD4+_CD25_IL17+_PMA-Ionomcyin_stimulated_Th17_Primary_Cells	H3K27ac		Histone	Roadmap Epigenomics	E042-H3K27ac.narrowPeak.gz
1255	CD4+_CD25_IL17+_PMA-Ionomcyin_stimulated_Th17_Primary_Cells	H3K27me3		Histone	Roadmap Epigenomics	E042-H3K27me3.narrowPeak.gz
1256	CD4+_CD25_IL17+_PMA-Ionomcyin_stimulated_Th17_Primary_Cells	H3K36me3		Histone	Roadmap Epigenomics	E042-H3K36me3.narrowPeak.gz
1257	CD4+_CD25_IL17+_PMA-Ionomcyin_stimulated_Th17_Primary_Cells	H3K4me1		Histone	Roadmap Epigenomics	E042-H3K4me1.narrowPeak.gz
1258	CD4+_CD25_IL17+_PMA-Ionomcyin_stimulated_Th17_Primary_Cells	H3K4me3		Histone	Roadmap Epigenomics	E042-H3K4me3.narrowPeak.gz
1259	CD4+_CD25_IL17+_PMA-Ionomcyin_stimulated_Th17_Primary_Cells	H3K9me3		Histone	Roadmap Epigenomics	E042-H3K9me3.narrowPeak.gz
1260	CD4+_CD25_Th_Primary_Cells	H3K27ac		Histone	Roadmap Epigenomics	E043-H3K27ac.narrowPeak.gz
1261	CD4+_CD25_Th_Primary_Cells	H3K27me3		Histone	Roadmap Epigenomics	E043-H3K27me3.narrowPeak.gz
1262	CD4+_CD25_Th_Primary_Cells	H3K36me3		Histone	Roadmap Epigenomics	E043-H3K36me3.narrowPeak.gz
1263	CD4+_CD25_Th_Primary_Cells	H3K4me1		Histone	Roadmap Epigenomics	E043-H3K4me1.narrowPeak.gz
1264	CD4+_CD25_Th_Primary_Cells	H3K4me3		Histone	Roadmap Epigenomics	E043-H3K4me3.narrowPeak.gz
1265	CD4+_CD25_Th_Primary_Cells	H3K9me3		Histone	Roadmap Epigenomics	E043-H3K9me3.narrowPeak.gz
1266	CD4+_CD25+_CD127_Treg_Primary_Cells	H3K27ac		Histone	Roadmap Epigenomics	E044-H3K27ac.narrowPeak.gz
1267	CD4+_CD25+_CD127_Treg_Primary_Cells	H3K27me3		Histone	Roadmap Epigenomics	E044-H3K27me3.narrowPeak.gz
1268	CD4+_CD25+_CD127_Treg_Primary_Cells	H3K36me3		Histone	Roadmap Epigenomics	E044-H3K36me3.narrowPeak.gz
1269	CD4+_CD25+_CD127_Treg_Primary_Cells	H3K4me1		Histone	Roadmap Epigenomics	E044-H3K4me1.narrowPeak.gz
1270	CD4+_CD25+_CD127_Treg_Primary_Cells	H3K4me3		Histone	Roadmap Epigenomics	E044-H3K4me3.narrowPeak.gz
1271	CD4+_CD25+_CD127_Treg_Primary_Cells	H3K9me3		Histone	Roadmap Epigenomics	E044-H3K9me3.narrowPeak.gz
1272	CD4+_CD25int_CD127+_Tmem_Primary_Cells	H3K27ac		Histone	Roadmap Epigenomics	E045-H3K27ac.narrowPeak.gz
1273	CD4+_CD25int_CD127+_Tmem_Primary_Cells	H3K27me3		Histone	Roadmap Epigenomics	E045-H3K27me3.narrowPeak.gz
1274	CD4+_CD25int_CD127+_Tmem_Primary_Cells	H3K36me3		Histone	Roadmap Epigenomics	E045-H3K36me3.narrowPeak.gz
1275	CD4+_CD25int_CD127+_Tmem_Primary_Cells	H3K4me1		Histone	Roadmap Epigenomics	E045-H3K4me1.narrowPeak.gz
1276	CD4+_CD25int_CD127+_Tmem_Primary_Cells	H3K4me3		Histone	Roadmap Epigenomics	E045-H3K4me3.narrowPeak.gz
1277	CD4+_CD25int_CD127+_Tmem_Primary_Cells	H3K9me3		Histone	Roadmap Epigenomics	E045-H3K9me3.narrowPeak.gz
1278	CD56_Primary_Cells	DNase.all.peaks		DNase	Roadmap Epigenomics	E046-DNase.all.peaks.bed.gz
1279	CD56_Primary_Cells	DNase.fdr0.01.hot		DNase	Roadmap Epigenomics	E046-DNase.fdr0.01.hot.bed.gz
1280	CD56_Primary_Cells	DNase.fdr0.01.peaks		DNase	Roadmap Epigenomics	E046-DNase.fdr0.01.peaks.bed.gz
1281	CD56_Primary_Cells	DNase.hot		DNase	Roadmap Epigenomics	E046-DNase.hot.bed.gz
1282	CD56_Primary_Cells	DNase		DNase	Roadmap Epigenomics	E046-DNase.narrowPeak.gz
1283	CD56_Primary_Cells	H3K27ac		Histone	Roadmap Epigenomics	E046-H3K27ac.narrowPeak.gz
1284	CD56_Primary_Cells	H3K27me3		Histone	Roadmap Epigenomics	E046-H3K27me3.narrowPeak.gz
1285	CD56_Primary_Cells	H3K36me3		Histone	Roadmap Epigenomics	E046-H3K36me3.narrowPeak.gz
1286	CD56_Primary_Cells	H3K4me1		Histone	Roadmap Epigenomics	E046-H3K4me1.narrowPeak.gz
1287	CD56_Primary_Cells	H3K4me3		Histone	Roadmap Epigenomics	E046-H3K4me3.narrowPeak.gz
1288	CD8_Naive_Primary_Cells	H3K27ac		Histone	Roadmap Epigenomics	E047-H3K27ac.narrowPeak.gz
1289	CD8_Naive_Primary_Cells	H3K27me3		Histone	Roadmap Epigenomics	E047-H3K27me3.narrowPeak.gz
1290	CD8_Naive_Primary_Cells	H3K36me3		Histone	Roadmap Epigenomics	E047-H3K36me3.narrowPeak.gz
1291	CD8_Naive_Primary_Cells	H3K4me1		Histone	Roadmap Epigenomics	E047-H3K4me1.narrowPeak.gz
1292	CD8_Naive_Primary_Cells	H3K4me3		Histone	Roadmap Epigenomics	E047-H3K4me3.narrowPeak.gz
1293	CD8_Naive_Primary_Cells	H3K9ac		Histone	Roadmap Epigenomics	E047-H3K9ac.narrowPeak.gz
1294	CD8_Naive_Primary_Cells	H3K9me3		Histone	Roadmap Epigenomics	E047-H3K9me3.narrowPeak.gz
1295	CD8_Memory_Primary_Cells	H3K27ac		Histone	Roadmap Epigenomics	E048-H3K27ac.narrowPeak.gz
1296	CD8_Memory_Primary_Cells	H3K27me3		Histone	Roadmap Epigenomics	E048-H3K27me3.narrowPeak.gz
1297	CD8_Memory_Primary_Cells	H3K36me3		Histone	Roadmap Epigenomics	E048-H3K36me3.narrowPeak.gz
1298	CD8_Memory_Primary_Cells	H3K4me1		Histone	Roadmap Epigenomics	E048-H3K4me1.narrowPeak.gz
1299	CD8_Memory_Primary_Cells	H3K4me3		Histone	Roadmap Epigenomics	E048-H3K4me3.narrowPeak.gz
1300	CD8_Memory_Primary_Cells	H3K9me3		Histone	Roadmap Epigenomics	E048-H3K9me3.narrowPeak.gz
1301	Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells	H3K27ac		Histone	Roadmap Epigenomics	E049-H3K27ac.narrowPeak.gz
1302	Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells	H3K27me3		Histone	Roadmap Epigenomics	E049-H3K27me3.narrowPeak.gz
1303	Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells	H3K36me3		Histone	Roadmap Epigenomics	E049-H3K36me3.narrowPeak.gz
1304	Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells	H3K4me1		Histone	Roadmap Epigenomics	E049-H3K4me1.narrowPeak.gz
1305	Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells	H3K4me3		Histone	Roadmap Epigenomics	E049-H3K4me3.narrowPeak.gz
1306	Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells	H3K9ac		Histone	Roadmap Epigenomics	E049-H3K9ac.narrowPeak.gz
1307	Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells	H3K9me3		Histone	Roadmap Epigenomics	E049-H3K9me3.narrowPeak.gz
1308	Mobilized_CD34_Primary_Cells_Female	DNase.all.peaks		DNase	Roadmap Epigenomics	E050-DNase.all.peaks.bed.gz
1309	Mobilized_CD34_Primary_Cells_Female	DNase.fdr0.01.hot		DNase	Roadmap Epigenomics	E050-DNase.fdr0.01.hot.bed.gz
1310	Mobilized_CD34_Primary_Cells_Female	DNase.fdr0.01.peaks		DNase	Roadmap Epigenomics	E050-DNase.fdr0.01.peaks.bed.gz
1311	Mobilized_CD34_Primary_Cells_Female	DNase.hot		DNase	Roadmap Epigenomics	E050-DNase.hot.bed.gz
1312	Mobilized_CD34_Primary_Cells_Female	DNase		DNase	Roadmap Epigenomics	E050-DNase.narrowPeak.gz
1313	Mobilized_CD34_Primary_Cells_Female	H3K27ac		Histone	Roadmap Epigenomics	E050-H3K27ac.narrowPeak.gz
1314	Mobilized_CD34_Primary_Cells_Female	H3K27me3		Histone	Roadmap Epigenomics	E050-H3K27me3.narrowPeak.gz
1315	Mobilized_CD34_Primary_Cells_Female	H3K36me3		Histone	Roadmap Epigenomics	E050-H3K36me3.narrowPeak.gz
1316	Mobilized_CD34_Primary_Cells_Female	H3K4me1		Histone	Roadmap Epigenomics	E050-H3K4me1.narrowPeak.gz
1317	Mobilized_CD34_Primary_Cells_Female	H3K4me3		Histone	Roadmap Epigenomics	E050-H3K4me3.narrowPeak.gz
1318	Mobilized_CD34_Primary_Cells_Female	H3K9me3		Histone	Roadmap Epigenomics	E050-H3K9me3.narrowPeak.gz
1319	Mobilized_CD34_Primary_Cells_Male	DNase.all.peaks		DNase	Roadmap Epigenomics	E051-DNase.all.peaks.bed.gz
1320	Mobilized_CD34_Primary_Cells_Male	DNase.fdr0.01.hot		DNase	Roadmap Epigenomics	E051-DNase.fdr0.01.hot.bed.gz
1321	Mobilized_CD34_Primary_Cells_Male	DNase.fdr0.01.peaks		DNase	Roadmap Epigenomics	E051-DNase.fdr0.01.peaks.bed.gz
1322	Mobilized_CD34_Primary_Cells_Male	DNase.hot		DNase	Roadmap Epigenomics	E051-DNase.hot.bed.gz
1323	Mobilized_CD34_Primary_Cells_Male	DNase		DNase	Roadmap Epigenomics	E051-DNase.narrowPeak.gz
1324	Mobilized_CD34_Primary_Cells_Male	H3K27me3		Histone	Roadmap Epigenomics	E051-H3K27me3.narrowPeak.gz
1325	Mobilized_CD34_Primary_Cells_Male	H3K36me3		Histone	Roadmap Epigenomics	E051-H3K36me3.narrowPeak.gz
1326	Mobilized_CD34_Primary_Cells_Male	H3K4me1		Histone	Roadmap Epigenomics	E051-H3K4me1.narrowPeak.gz
1327	Mobilized_CD34_Primary_Cells_Male	H3K4me3		Histone	Roadmap Epigenomics	E051-H3K4me3.narrowPeak.gz
1328	Mobilized_CD34_Primary_Cells_Male	H3K9me3		Histone	Roadmap Epigenomics	E051-H3K9me3.narrowPeak.gz
1329	Muscle_Satellite_Cultured_Cells	H3K27me3		Histone	Roadmap Epigenomics	E052-H3K27me3.narrowPeak.gz
1330	Muscle_Satellite_Cultured_Cells	H3K36me3		Histone	Roadmap Epigenomics	E052-H3K36me3.narrowPeak.gz
1331	Muscle_Satellite_Cultured_Cells	H3K4me1		Histone	Roadmap Epigenomics	E052-H3K4me1.narrowPeak.gz
1332	Muscle_Satellite_Cultured_Cells	H3K4me2		Histone	Roadmap Epigenomics	E052-H3K4me2.narrowPeak.gz
1333	Muscle_Satellite_Cultured_Cells	H3K4me3		Histone	Roadmap Epigenomics	E052-H3K4me3.narrowPeak.gz
1334	Muscle_Satellite_Cultured_Cells	H3K9ac		Histone	Roadmap Epigenomics	E052-H3K9ac.narrowPeak.gz
1335	Muscle_Satellite_Cultured_Cells	H3K9me3		Histone	Roadmap Epigenomics	E052-H3K9me3.narrowPeak.gz
1336	Neurosphere_Cultured_Cells_Cortex_Derived	H3K27me3		Histone	Roadmap Epigenomics	E053-H3K27me3.narrowPeak.gz
1337	Neurosphere_Cultured_Cells_Cortex_Derived	H3K36me3		Histone	Roadmap Epigenomics	E053-H3K36me3.narrowPeak.gz
1338	Neurosphere_Cultured_Cells_Cortex_Derived	H3K4me1		Histone	Roadmap Epigenomics	E053-H3K4me1.narrowPeak.gz
1339	Neurosphere_Cultured_Cells_Cortex_Derived	H3K4me3		Histone	Roadmap Epigenomics	E053-H3K4me3.narrowPeak.gz
1340	Neurosphere_Cultured_Cells_Cortex_Derived	H3K9me3		Histone	Roadmap Epigenomics	E053-H3K9me3.narrowPeak.gz
1341	Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived	H3K27me3		Histone	Roadmap Epigenomics	E054-H3K27me3.narrowPeak.gz
1342	Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived	H3K36me3		Histone	Roadmap Epigenomics	E054-H3K36me3.narrowPeak.gz
1343	Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived	H3K4me1		Histone	Roadmap Epigenomics	E054-H3K4me1.narrowPeak.gz
1344	Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived	H3K4me3		Histone	Roadmap Epigenomics	E054-H3K4me3.narrowPeak.gz
1345	Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived	H3K9me3		Histone	Roadmap Epigenomics	E054-H3K9me3.narrowPeak.gz
1346	Penis_Foreskin_Fibroblast_Primary_Cells_skin01	DNase.all.peaks		DNase	Roadmap Epigenomics	E055-DNase.all.peaks.bed.gz
1347	Penis_Foreskin_Fibroblast_Primary_Cells_skin01	DNase.fdr0.01.hot		DNase	Roadmap Epigenomics	E055-DNase.fdr0.01.hot.bed.gz
1348	Penis_Foreskin_Fibroblast_Primary_Cells_skin01	DNase.fdr0.01.peaks		DNase	Roadmap Epigenomics	E055-DNase.fdr0.01.peaks.bed.gz
1349	Penis_Foreskin_Fibroblast_Primary_Cells_skin01	DNase.hot		DNase	Roadmap Epigenomics	E055-DNase.hot.bed.gz
1350	Penis_Foreskin_Fibroblast_Primary_Cells_skin01	DNase		DNase	Roadmap Epigenomics	E055-DNase.narrowPeak.gz
1351	Penis_Foreskin_Fibroblast_Primary_Cells_skin01	H3K27ac		Histone	Roadmap Epigenomics	E055-H3K27ac.narrowPeak.gz
1352	Penis_Foreskin_Fibroblast_Primary_Cells_skin01	H3K27me3		Histone	Roadmap Epigenomics	E055-H3K27me3.narrowPeak.gz
1353	Penis_Foreskin_Fibroblast_Primary_Cells_skin01	H3K36me3		Histone	Roadmap Epigenomics	E055-H3K36me3.narrowPeak.gz
1354	Penis_Foreskin_Fibroblast_Primary_Cells_skin01	H3K4me1		Histone	Roadmap Epigenomics	E055-H3K4me1.narrowPeak.gz
1355	Penis_Foreskin_Fibroblast_Primary_Cells_skin01	H3K4me3		Histone	Roadmap Epigenomics	E055-H3K4me3.narrowPeak.gz
1356	Penis_Foreskin_Fibroblast_Primary_Cells_skin01	H3K9me3		Histone	Roadmap Epigenomics	E055-H3K9me3.narrowPeak.gz
1357	Penis_Foreskin_Fibroblast_Primary_Cells_skin02	DNase.all.peaks		DNase	Roadmap Epigenomics	E056-DNase.all.peaks.bed.gz
1358	Penis_Foreskin_Fibroblast_Primary_Cells_skin02	DNase.fdr0.01.hot		DNase	Roadmap Epigenomics	E056-DNase.fdr0.01.hot.bed.gz
